trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
130,False,"{'a': 0.9, 'e': 0.6790910949266368}",30,0,-50.45862324504073,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",0
131,False,"{'a': 0.9, 'e': 0.6770568744981647}",25,2,-97.50194058389918,"{0: 12, 1: 6, 2: 3, 3: 1, 4: 1}",1
132,False,"{'a': 0.9, 'e': 0.6750287475861332}",20,6,1.9726557943152734,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.9, 'e': 0.6730066959373864}",20,0,0.3147197704113982,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
134,False,"{'a': 0.9, 'e': 0.6709907013534459}",25,3,-66.42240168603536,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 1}",1
135,False,"{'a': 0.9, 'e': 0.6689807456903467}",25,0,-130.70906855136909,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
136,False,"{'a': 0.9, 'e': 0.6669768108584744}",20,0,-46.56947345349406,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
137,False,"{'a': 0.9, 'e': 0.6649788788224019}",30,7,-79.10076734270213,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 2}",1
138,False,"{'a': 0.9, 'e': 0.6629869316007274}",20,0,-64.39476353569755,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
139,False,"{'a': 0.9, 'e': 0.6610009512659124}",30,0,-32.69695287730611,"{0: 22, 1: 4, 2: 4, 3: 0, 4: 0}",0
140,False,"{'a': 0.9, 'e': 0.6590209199441207}",30,0,-6.975015854660972,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
141,False,"{'a': 0.9, 'e': 0.6570468198150567}",20,0,-103.92738602081663,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
142,False,"{'a': 0.9, 'e': 0.6550786331118063}",20,0,-56.42793099577945,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
143,False,"{'a': 0.9, 'e': 0.6531163421206756}",25,0,-53.512874567968346,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
144,False,"{'a': 0.9, 'e': 0.6511599291810325}",20,0,-33.276655247287316,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
145,False,"{'a': 0.9, 'e': 0.6492093766851474}",25,12,-4.838214270673314,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
146,False,"{'a': 0.9, 'e': 0.6472646670780347}",25,3,-137.7707842306371,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 3}",1
147,False,"{'a': 0.9, 'e': 0.6453257828572946}",30,8,-61.227143399794834,"{0: 16, 1: 3, 2: 1, 3: 1, 4: 1}",1
148,False,"{'a': 0.9, 'e': 0.6433927065729562}",20,0,-103.44041534044445,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
149,False,"{'a': 0.9, 'e': 0.6414654208273198}",25,0,-64.8053834890142,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
150,False,"{'a': 0.9, 'e': 0.6395439082748009}",30,0,-114.1800066223568,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
151,False,"{'a': 0.9, 'e': 0.6376281516217733}",35,14,-64.93101225560844,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 1}",1
152,False,"{'a': 0.9, 'e': 0.6357181336264143}",30,0,-60.401347203352785,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
153,False,"{'a': 0.9, 'e': 0.633813837098549}",20,0,-58.27843029495594,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
154,False,"{'a': 0.9, 'e': 0.6319152448994959}",20,0,-28.965886654333392,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
155,False,"{'a': 0.9, 'e': 0.6300223399419123}",20,0,-28.169080626202362,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
156,False,"{'a': 0.9, 'e': 0.6281351051896408}",20,0,-11.753151225639318,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
157,False,"{'a': 0.9, 'e': 0.6262535236575559}",25,0,-107.31249068373623,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
158,False,"{'a': 0.9, 'e': 0.6243775784114112}",30,0,-96.87648055111259,"{0: 22, 1: 0, 2: 6, 3: 1, 4: 1}",0
159,False,"{'a': 0.9, 'e': 0.6225072525676867}",20,0,-67.73328364843532,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
160,False,"{'a': 0.9, 'e': 0.6206425292934373}",20,0,-80.39023914248205,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",1
161,False,"{'a': 0.9, 'e': 0.6187833918061408}",20,0,-19.617114803975575,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
162,False,"{'a': 0.9, 'e': 0.6169298233735474}",30,11,-14.253704206544668,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 0}",1
163,False,"{'a': 0.9, 'e': 0.6150818073135287}",20,0,-38.96607678279226,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
164,False,"{'a': 0.9, 'e': 0.6132393269939275}",25,0,-58.04169123348691,"{0: 19, 1: 3, 2: 1, 3: 1, 4: 1}",0
165,False,"{'a': 0.9, 'e': 0.6114023658324087}",25,0,-54.711824525175516,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
166,False,"{'a': 0.9, 'e': 0.6095709072963093}",35,0,-93.06787654953727,"{0: 24, 1: 2, 2: 8, 3: 0, 4: 1}",0
167,False,"{'a': 0.9, 'e': 0.6077449349024902}",25,0,-84.26985651881937,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
168,False,"{'a': 0.9, 'e': 0.6059244322171875}",35,20,11.85761158430915,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.9, 'e': 0.6041093828558647}",25,0,-29.514379011103852,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
170,False,"{'a': 0.9, 'e': 0.6022997704830654}",25,17,-12.057130164440343,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
171,False,"{'a': 0.9, 'e': 0.6004955788122659}",20,0,-106.38771702815397,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
172,False,"{'a': 0.9, 'e': 0.5986967916057292}",30,0,-110.0138893238875,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 1}",0
173,False,"{'a': 0.9, 'e': 0.596903392674358}",20,10,3.067885950015974,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.9, 'e': 0.5951153658775501}",20,4,-37.23417216363364,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
175,False,"{'a': 0.9, 'e': 0.593332695123052}",25,0,-67.44377339447657,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
176,False,"{'a': 0.9, 'e': 0.5915553643668151}",20,0,-103.61509391714512,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
177,False,"{'a': 0.9, 'e': 0.5897833576128504}",25,11,-58.17929928025099,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
178,False,"{'a': 0.9, 'e': 0.5880166589130854}",20,0,-91.12258685571932,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
179,False,"{'a': 0.9, 'e': 0.5862552523672196}",20,0,-26.298211733084,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
180,False,"{'a': 0.9, 'e': 0.5844991221225824}",25,7,-37.69456933965777,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 0}",1
181,False,"{'a': 0.9, 'e': 0.5827482523739896}",25,0,-144.94317782795818,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
182,False,"{'a': 0.9, 'e': 0.5810026273636019}",20,0,1.4399956501697349,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
183,False,"{'a': 0.9, 'e': 0.579262231380782}",20,6,-25.40839549339792,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
184,False,"{'a': 0.9, 'e': 0.5775270487619547}",25,0,-45.403649325980446,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
185,False,"{'a': 0.9, 'e': 0.5757970638904645}",30,0,-25.09180801697675,"{0: 23, 1: 3, 2: 4, 3: 0, 4: 0}",0
186,False,"{'a': 0.9, 'e': 0.574072261196436}",35,15,-56.3224715421698,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",1
187,False,"{'a': 0.9, 'e': 0.5723526251566332}",20,0,-82.39229423427301,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
188,False,"{'a': 0.9, 'e': 0.5706381402943203}",20,14,0.2063705270805849,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.9, 'e': 0.5689287911791218}",20,10,-38.82644196267324,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
190,False,"{'a': 0.9, 'e': 0.5672245624268841}",20,1,-13.681110187354237,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
191,False,"{'a': 0.9, 'e': 0.5655254386995371}",20,0,-94.10112716533241,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
192,False,"{'a': 0.9, 'e': 0.5638314047049556}",20,0,-12.321286548816232,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
193,False,"{'a': 0.9, 'e': 0.5621424451968224}",25,0,-85.0866702538112,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
194,False,"{'a': 0.9, 'e': 0.5604585449744904}",20,8,-53.187514198204816,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
195,False,"{'a': 0.9, 'e': 0.5587796888828463}",25,5,-64.19148652647539,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",1
196,False,"{'a': 0.9, 'e': 0.5571058618121739}",20,9,-35.85015051977985,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 1}",1
197,False,"{'a': 0.9, 'e': 0.5554370486980182}",35,11,-40.48159433941606,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 0}",1
198,False,"{'a': 0.9, 'e': 0.5537732345210501}",25,9,12.410245922049054,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.9, 'e': 0.5521144043069306}",25,13,15.142147659071746,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.9, 'e': 0.5504605431261766}",25,11,-31.830213771391886,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
201,False,"{'a': 0.9, 'e': 0.5488116360940265}",20,0,-34.68446667289667,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
202,False,"{'a': 0.9, 'e': 0.5471676683703055}",25,8,-2.7191071844044257,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
203,False,"{'a': 0.9, 'e': 0.5455286251592933}",30,18,-4.923948944199186,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
204,False,"{'a': 0.9, 'e': 0.5438944917095899}",25,0,-115.93825474813265,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 3}",0
205,False,"{'a': 0.9, 'e': 0.5422652533139832}",30,0,-46.22682931434873,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
206,False,"{'a': 0.9, 'e': 0.5406408953093166}",25,0,15.146042138544386,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
207,False,"{'a': 0.9, 'e': 0.539021403076357}",20,14,3.6269879764041715,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.9, 'e': 0.5374067620396636}",30,0,-58.81019317734884,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
209,False,"{'a': 0.9, 'e': 0.535796957667456}",30,0,-85.99127015503124,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 2}",0
210,False,"{'a': 0.9, 'e': 0.5341919754714841}",20,0,0.7646951577943466,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
211,False,"{'a': 0.9, 'e': 0.5325918010068972}",20,6,-71.30295566592235,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 1}",1
212,False,"{'a': 0.9, 'e': 0.5309964198721143}",20,6,2.6904056540631354,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.9, 'e': 0.5294058177086945}",20,0,-8.657370728916213,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
214,False,"{'a': 0.9, 'e': 0.5278199802012077}",20,3,-92.41487281902451,"{0: 12, 1: 2, 2: 0, 3: 1, 4: 2}",1
215,False,"{'a': 0.9, 'e': 0.5262388930771054}",25,3,-9.100380310608887,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
216,False,"{'a': 0.9, 'e': 0.5246625421065929}",30,4,-42.66671848383015,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 1}",1
217,False,"{'a': 0.9, 'e': 0.5230909131025008}",20,13,5.119552714826484,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.9, 'e': 0.5215239919201575}",20,7,-27.945252053384277,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
219,False,"{'a': 0.9, 'e': 0.5199617644572618}",25,16,16.77883514720635,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.9, 'e': 0.5184042166537559}",20,0,-44.986925106095,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
221,False,"{'a': 0.9, 'e': 0.5168513344916992}",25,10,-1.3178199704263065,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.9, 'e': 0.5153031039951417}",20,0,-58.97591349002938,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
223,False,"{'a': 0.9, 'e': 0.5137595112299983}",30,0,-29.809660300550586,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
224,False,"{'a': 0.9, 'e': 0.512220542303924}",25,2,-8.412127070528316,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 0}",1
225,False,"{'a': 0.9, 'e': 0.5106861833661879}",20,11,8.26574425318831,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.9, 'e': 0.5091564206075492}",25,5,-116.07784584868445,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",1
227,False,"{'a': 0.9, 'e': 0.5076312402601327}",20,12,3.468386322604763,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.9, 'e': 0.5061106285973052}",30,0,-81.91086605028806,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
229,False,"{'a': 0.9, 'e': 0.5045945719335512}",20,16,5.289393057317006,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.9, 'e': 0.5030830566243506}",20,7,-108.31678124483112,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 2}",1
231,False,"{'a': 0.9, 'e': 0.5015760690660555}",20,0,-57.98654354130171,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
232,False,"{'a': 0.9, 'e': 0.5000735956957676}",30,13,-14.7904723807794,"{0: 13, 1: 3, 2: 0, 3: 1, 4: 0}",1
233,False,"{'a': 0.9, 'e': 0.4985756229912165}",25,11,14.37549676182873,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
234,False,"{'a': 0.9, 'e': 0.4970821374706377}",25,2,-16.008947913773127,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 1}",1
235,False,"{'a': 0.9, 'e': 0.4955931256926514}",25,0,18.138228153665487,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
236,False,"{'a': 0.9, 'e': 0.4941085742561417}",20,8,-7.969913076258198,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
237,False,"{'a': 0.9, 'e': 0.49262846980013547}",25,0,-27.656817338443172,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
238,False,"{'a': 0.9, 'e': 0.4911527990036827}",25,8,14.686250115527871,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.9, 'e': 0.4896815485857362}",20,6,-33.51590937230346,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
240,False,"{'a': 0.9, 'e': 0.4882147053050323}",25,19,1.6175262609809076,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.9, 'e': 0.4867522559599717}",25,12,-10.347868573960682,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
242,False,"{'a': 0.9, 'e': 0.4852941873885002}",25,2,-77.29462011508197,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 1}",1
243,False,"{'a': 0.9, 'e': 0.483840486467991}",25,0,1.9909044056635326,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
244,False,"{'a': 0.9, 'e': 0.4823911401151259}",25,0,-50.15668078464509,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
245,False,"{'a': 0.9, 'e': 0.480946135285778}",25,0,-72.94783989242492,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
246,False,"{'a': 0.9, 'e': 0.4795054589748941}",20,0,-12.489044497141542,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
247,False,"{'a': 0.9, 'e': 0.4780690982163776}",20,12,2.289980510584,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.9, 'e': 0.47663704008297203}",20,0,-57.71322155839345,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
249,False,"{'a': 0.9, 'e': 0.47520927168614446}",20,5,24.221573161373588,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.9, 'e': 0.4737857801759698}",20,13,4.612036171332793,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.9, 'e': 0.4723665527410147}",20,0,-16.80954838428145,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
252,False,"{'a': 0.9, 'e': 0.4709515766082228}",30,0,-5.8408278775496285,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 0}",0
253,False,"{'a': 0.9, 'e': 0.46954083904279925}",25,1,-48.388688277604025,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 1}",1
254,False,"{'a': 0.9, 'e': 0.4681343273480965}",20,2,-88.93544607814422,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 2}",1
255,False,"{'a': 0.9, 'e': 0.46673202886549986}",30,3,-102.26378979385055,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 2}",1
256,False,"{'a': 0.9, 'e': 0.4653339309743134}",25,15,-18.117648695811486,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
257,False,"{'a': 0.9, 'e': 0.4639400210916467}",30,0,-24.281700963701773,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
258,False,"{'a': 0.9, 'e': 0.4625502866723014}",25,0,-33.35943409909386,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
259,False,"{'a': 0.9, 'e': 0.4611647152086584}",25,11,-14.608373563608826,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
260,False,"{'a': 0.9, 'e': 0.4597832942305652}",20,7,0.2323770597059036,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.9, 'e': 0.4584060113052235}",25,18,3.806810164325947,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.9, 'e': 0.4570328540370779}",30,7,-10.56012802624338,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
263,False,"{'a': 0.9, 'e': 0.4556638100677035}",25,0,-4.510049720096296,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
264,False,"{'a': 0.9, 'e': 0.4542988670756955}",30,17,-23.675961697881487,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
265,False,"{'a': 0.9, 'e': 0.4529380127765577}",30,3,-2.104645205711134,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 0}",1
266,False,"{'a': 0.9, 'e': 0.4515812349225922}",25,3,-9.362261015850448,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
267,False,"{'a': 0.9, 'e': 0.45022852130278923}",20,10,-55.40986337115974,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 1}",1
268,False,"{'a': 0.9, 'e': 0.448879859742717}",30,20,0.8645677586084397,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.9, 'e': 0.44753523810441237}",25,0,-5.179347148644106,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
270,False,"{'a': 0.9, 'e': 0.44619464428627154}",25,2,-121.98183739710146,"{0: 15, 1: 1, 2: 4, 3: 1, 4: 2}",1
271,False,"{'a': 0.9, 'e': 0.4448580662229411}",35,0,-45.96608205802621,"{0: 30, 1: 0, 2: 3, 3: 1, 4: 1}",0
272,False,"{'a': 0.9, 'e': 0.4435254918852095}",25,13,10.835505192215757,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.9, 'e': 0.44219690927989863}",25,0,-6.772213132174393,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
274,False,"{'a': 0.9, 'e': 0.4408723064497561}",25,13,-18.680296102206174,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
275,False,"{'a': 0.9, 'e': 0.43955167147334756}",30,0,-106.52249311394705,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 3}",0
276,False,"{'a': 0.9, 'e': 0.4382349924649492}",20,10,7.754218535276928,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.9, 'e': 0.43692225757444114}",30,10,-5.546369090647768,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
278,False,"{'a': 0.9, 'e': 0.43561345498720044}",30,0,-69.16478090139846,"{0: 25, 1: 2, 2: 1, 3: 0, 4: 2}",0
279,False,"{'a': 0.9, 'e': 0.4343085729239951}",20,0,-66.45611912306693,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
280,False,"{'a': 0.9, 'e': 0.43300759964087765}",30,0,-141.69917866613108,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 4}",0
281,False,"{'a': 0.9, 'e': 0.43171052342907973}",25,2,-101.76178148324905,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 2}",1
282,False,"{'a': 0.9, 'e': 0.43041733261490667}",30,0,-66.96837862217828,"{0: 25, 1: 2, 2: 1, 3: 0, 4: 2}",0
283,False,"{'a': 0.9, 'e': 0.42912801555963254}",35,0,16.97397565519562,"{0: 32, 1: 0, 2: 3, 3: 0, 4: 0}",0
284,False,"{'a': 0.9, 'e': 0.427842560659395}",30,0,-30.725216409053566,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
285,False,"{'a': 0.9, 'e': 0.4265609563450914}",30,0,-64.73308270349389,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
286,False,"{'a': 0.9, 'e': 0.42528319108227414}",20,5,13.716192085696456,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.9, 'e': 0.4240092533710473}",20,12,5.504811933288114,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.9, 'e': 0.42273913174596284}",20,6,9.58729034932718,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
289,False,"{'a': 0.9, 'e': 0.42147281477591764}",20,7,-27.594092821551836,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 0}",1
290,False,"{'a': 0.9, 'e': 0.4202102910640503}",25,11,-10.582080143278851,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
291,False,"{'a': 0.9, 'e': 0.418951549247639}",25,12,10.665391261856772,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.9, 'e': 0.4176965779979988}",25,19,2.599737784503968,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.9, 'e': 0.41644536602038007}",30,15,-42.23100871689194,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
294,False,"{'a': 0.9, 'e': 0.4151979020538666}",20,0,0.8363744948461465,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
295,False,"{'a': 0.9, 'e': 0.4139541748712741}",20,4,-28.69505953998112,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 0}",1
296,False,"{'a': 0.9, 'e': 0.4127141732790497}",30,3,-64.36283506495094,"{0: 20, 1: 3, 2: 2, 3: 1, 4: 1}",1
297,False,"{'a': 0.9, 'e': 0.41147788611717057}",20,0,-23.43799889959942,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
298,False,"{'a': 0.9, 'e': 0.410245302259044}",25,4,22.145350083679602,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.9, 'e': 0.4090164106114069}",25,0,-7.2579717462820525,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
300,False,"{'a': 0.9, 'e': 0.4077912001142262}",20,7,-1.2257083478608999,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
301,False,"{'a': 0.9, 'e': 0.4065696597405991}",30,11,-26.187660961473,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
302,False,"{'a': 0.9, 'e': 0.405351778496654}",20,2,8.575835693596211,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
303,False,"{'a': 0.9, 'e': 0.4041375454214515}",30,8,-150.50939925573414,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 3}",1
304,False,"{'a': 0.9, 'e': 0.40292694958688574}",35,16,5.624097455389489,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
305,False,"{'a': 0.9, 'e': 0.401719980097586}",25,16,-79.31929022453497,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 2}",1
306,False,"{'a': 0.9, 'e': 0.4005166260908188}",25,0,-47.100756198135464,"{0: 18, 1: 5, 2: 1, 3: 0, 4: 1}",0
307,False,"{'a': 0.9, 'e': 0.3993168767363899}",25,4,0.27888202270215423,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
308,False,"{'a': 0.9, 'e': 0.39812072123654696}",20,4,29.670542141269326,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.9, 'e': 0.39692814882588245}",20,16,9.109658850367598,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.9, 'e': 0.3957391487712367}",25,14,-28.79804685112667,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
311,False,"{'a': 0.9, 'e': 0.3945537103716011}",20,9,15.213446694646134,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.9, 'e': 0.3933718229580221}",25,0,-65.86553305704575,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
313,False,"{'a': 0.9, 'e': 0.39219347589350495}",30,0,-10.051634439760704,"{0: 25, 1: 2, 2: 2, 3: 1, 4: 0}",0
