trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
314,False,"{'a': 0.9, 'e': 0.3910186585729182}",20,14,-52.90745224730833,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 1}",1
315,False,"{'a': 0.9, 'e': 0.38984736042289797}",20,10,17.716242652550463,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.9, 'e': 0.388679570901753}",20,6,-21.20373847040048,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
317,False,"{'a': 0.9, 'e': 0.3875152794993697}",20,12,-7.140785972036894,"{0: 5, 1: 3, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.9, 'e': 0.3863544757371177}",20,14,12.503756180583204,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.9, 'e': 0.38519714916775516}",20,0,14.527078285031166,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
320,False,"{'a': 0.9, 'e': 0.3840432893753353}",20,4,-50.30079655816889,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
321,False,"{'a': 0.9, 'e': 0.38289288597511206}",20,14,8.477413779393984,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.9, 'e': 0.3817459286134471}",30,4,-95.22177764696586,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 3}",1
323,False,"{'a': 0.9, 'e': 0.38060240696771647}",25,0,-5.043319349391094,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
324,False,"{'a': 0.9, 'e': 0.37946231074621756}",25,0,-1.2937404187042654,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
325,False,"{'a': 0.9, 'e': 0.3783256296880768}",25,4,3.959054678460816,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
326,False,"{'a': 0.9, 'e': 0.37719235356315695}",20,0,-64.4735281249342,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
327,False,"{'a': 0.9, 'e': 0.37606247217196515}",25,0,-83.30875923839584,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
328,False,"{'a': 0.9, 'e': 0.37493597534556133}",20,9,-3.1953136708415455,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.9, 'e': 0.3738128529454665}",25,10,-13.32531801927817,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
330,False,"{'a': 0.9, 'e': 0.3726930948635714}",20,3,-3.2549513714113827,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
331,False,"{'a': 0.9, 'e': 0.3715766910220457}",20,8,-32.3388194948399,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
332,False,"{'a': 0.9, 'e': 0.37046363137324734}",30,14,17.656441975167752,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.9, 'e': 0.369353905899632}",20,3,2.2118863279029624,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
334,False,"{'a': 0.9, 'e': 0.3682475046136629}",25,19,-0.5751780505924682,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
335,False,"{'a': 0.9, 'e': 0.36714441755772104}",25,0,-41.381998115034634,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
336,False,"{'a': 0.9, 'e': 0.36604463480401533}",20,7,-20.293802611048932,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
337,False,"{'a': 0.9, 'e': 0.36494814645449375}",25,17,1.8387547859360729,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
338,False,"{'a': 0.9, 'e': 0.3638549426407535}",35,7,14.370675662772086,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 0}",1
339,False,"{'a': 0.9, 'e': 0.36276501352395324}",25,6,-28.315621360822192,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
340,False,"{'a': 0.9, 'e': 0.36167834929472326}",25,0,22.054729019678955,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
341,False,"{'a': 0.9, 'e': 0.3605949401730783}",20,13,-11.503182163764997,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
342,False,"{'a': 0.9, 'e': 0.35951477640832885}",25,0,0.20884606902691338,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
343,False,"{'a': 0.9, 'e': 0.3584378482789939}",35,18,-14.865349871755676,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
344,False,"{'a': 0.9, 'e': 0.3573641460927129}",30,14,9.548174541624707,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.9, 'e': 0.3562936601861588}",25,0,-9.48118553485282,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
346,False,"{'a': 0.9, 'e': 0.3552263809249515}",25,0,-53.28169571053216,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 2}",0
347,False,"{'a': 0.9, 'e': 0.35416229870357024}",20,0,-25.63187014384747,"{0: 14, 1: 5, 2: 0, 3: 1, 4: 0}",1
348,False,"{'a': 0.9, 'e': 0.353101403945268}",20,9,9.707636207114222,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.9, 'e': 0.3520436871019846}",20,2,-21.95393026674325,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 0}",1
350,False,"{'a': 0.9, 'e': 0.35098913865426146}",25,19,7.463359701884386,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.9, 'e': 0.3499377491111553}",25,4,-21.586831816893703,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 1}",1
352,False,"{'a': 0.9, 'e': 0.34888950901015336}",25,4,2.774322339270843,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
353,False,"{'a': 0.9, 'e': 0.3478444089170874}",20,0,1.36087462127015,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
354,False,"{'a': 0.9, 'e': 0.34680243942604977}",25,12,-47.94405922902631,"{0: 7, 1: 2, 2: 3, 3: 1, 4: 0}",1
355,False,"{'a': 0.9, 'e': 0.34576359115930777}",20,0,-6.476839648696373,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
356,False,"{'a': 0.9, 'e': 0.3447278547672202}",20,13,13.915885176141808,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.9, 'e': 0.34369522092815236}",25,12,-9.906883193786827,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
358,False,"{'a': 0.9, 'e': 0.3426656803483929}",20,0,5.491893803482283,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
359,False,"{'a': 0.9, 'e': 0.34163922376206945}",20,12,-23.148668549680128,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
360,False,"{'a': 0.9, 'e': 0.3406158419310661}",25,18,10.371978069431059,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.9, 'e': 0.3395955256449391}",25,14,9.20675534463177,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
362,False,"{'a': 0.9, 'e': 0.3385782657208353}",20,13,7.906697068171972,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.9, 'e': 0.33756405300340836}",20,0,6.786545869479555,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
364,False,"{'a': 0.9, 'e': 0.336552878364737}",20,0,19.041653674896057,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
365,False,"{'a': 0.9, 'e': 0.3355447327042427}",20,14,10.983986519761226,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.9, 'e': 0.3345396069486076}",35,24,7.546602784099379,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
367,False,"{'a': 0.9, 'e': 0.3335374920516932}",30,6,-47.581954690317374,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 1}",1
368,False,"{'a': 0.9, 'e': 0.3325383789944587}",25,7,-54.43915233020717,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
369,False,"{'a': 0.9, 'e': 0.3315422587848797}",20,0,-86.45587236724292,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
370,False,"{'a': 0.9, 'e': 0.3305491224578677}",25,0,-14.604886503135905,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
371,False,"{'a': 0.9, 'e': 0.32955896107518906}",25,0,-13.41108788154443,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
372,False,"{'a': 0.9, 'e': 0.3285717657253846}",25,10,11.46471238066269,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
373,False,"{'a': 0.9, 'e': 0.3275875275236895}",20,3,-0.9446225855085657,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
374,False,"{'a': 0.9, 'e': 0.3266062376119534}",20,4,-1.1123918328157365,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
375,False,"{'a': 0.9, 'e': 0.32562788715856034}",20,8,0.2649813364751874,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
376,False,"{'a': 0.9, 'e': 0.32465246735834974}",20,1,-12.685009790103692,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
377,False,"{'a': 0.9, 'e': 0.3236799694325367}",25,0,19.327498332049768,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
378,False,"{'a': 0.9, 'e': 0.3227103846286335}",20,0,-45.614246967341366,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
379,False,"{'a': 0.9, 'e': 0.32174370422037013}",20,6,-3.7431925487672815,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
380,False,"{'a': 0.9, 'e': 0.3207799195076166}",35,0,-17.53692728928465,"{0: 28, 1: 2, 2: 5, 3: 0, 4: 0}",0
381,False,"{'a': 0.9, 'e': 0.31981902181630384}",20,13,-3.393643022894498,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
382,False,"{'a': 0.9, 'e': 0.3188610024983463}",25,8,33.16730509710335,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.9, 'e': 0.3179058529315635}",25,6,9.500410961314183,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
384,False,"{'a': 0.9, 'e': 0.31695356451960294}",20,10,-5.5365606435148065,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
385,False,"{'a': 0.9, 'e': 0.31600412869186245}",30,12,-35.785891416543144,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
386,False,"{'a': 0.9, 'e': 0.3150575369034133}",25,17,14.079125776349805,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.9, 'e': 0.31411378063492296}",25,5,30.645099045742366,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.9, 'e': 0.3131728513925785}",20,7,5.27018480643447,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
389,False,"{'a': 0.9, 'e': 0.31223474070801055}",30,0,-31.700879375210512,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
390,False,"{'a': 0.9, 'e': 0.3112994401382165}",25,0,-5.860132701343756,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
391,False,"{'a': 0.9, 'e': 0.31036694126548503}",25,11,-8.610550323155238,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
392,False,"{'a': 0.9, 'e': 0.30943723569731985}",25,5,-19.439105431033248,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
393,False,"{'a': 0.9, 'e': 0.3085103150663647}",20,5,13.999879902484162,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
394,False,"{'a': 0.9, 'e': 0.3075861710303276}",20,9,2.755625342272104,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
395,False,"{'a': 0.9, 'e': 0.306664795271906}",25,17,15.884297287103703,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.9, 'e': 0.30574617949871175}",25,0,16.532138140398573,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
397,False,"{'a': 0.9, 'e': 0.30483031544319683}",20,13,13.423948069914045,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.9, 'e': 0.3039171948625785}",20,0,2.6151476163410834,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
399,False,"{'a': 0.9, 'e': 0.3030068095387654}",20,11,14.645198738326997,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.9, 'e': 0.3020991512782834}",20,0,-56.33842741113119,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
401,False,"{'a': 0.9, 'e': 0.30119421191220214}",30,2,-15.639903831123375,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 0}",1
402,False,"{'a': 0.9, 'e': 0.30029198329606105}",30,13,30.131981119208923,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.9, 'e': 0.2993924573097967}",20,2,-6.865149744348034,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
404,False,"{'a': 0.9, 'e': 0.2984956258576689}",25,0,9.378671423123091,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
405,False,"{'a': 0.9, 'e': 0.29760148086818883}",20,14,-0.4672408961399772,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
406,False,"{'a': 0.9, 'e': 0.29671001429404525}",20,6,-63.47972706867767,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 1}",1
407,False,"{'a': 0.9, 'e': 0.2958212181120332}",25,20,7.364158527361893,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.9, 'e': 0.2949350843229809}",20,8,6.085310001324738,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
409,False,"{'a': 0.9, 'e': 0.29405160495167837}",25,7,0.7485556281195174,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
410,False,"{'a': 0.9, 'e': 0.2931707720468052}",25,8,20.163779335560026,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
411,False,"{'a': 0.9, 'e': 0.2922925776808594}",20,12,-11.399582100748006,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
412,False,"{'a': 0.9, 'e': 0.2914170139500857}",25,18,3.7168373124356213,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.9, 'e': 0.2905440729744046}",20,0,-57.564852899365455,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
414,False,"{'a': 0.9, 'e': 0.2896737468973414}",20,0,-18.58374523437365,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
415,False,"{'a': 0.9, 'e': 0.28880602788595566}",20,13,-28.43385718065862,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
416,False,"{'a': 0.9, 'e': 0.2879409081307702}",20,12,4.871314635823658,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
417,False,"{'a': 0.9, 'e': 0.28707837984570167}",25,15,-3.4352468080796736,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
418,False,"{'a': 0.9, 'e': 0.28621843526798946}",20,14,12.865200533040277,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.9, 'e': 0.28536106665812666}",25,11,-69.74596516596088,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
420,False,"{'a': 0.9, 'e': 0.2845062662997899}",30,10,13.972119011910936,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
421,False,"{'a': 0.9, 'e': 0.2836540264997704}",20,2,-15.343222726766989,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
422,False,"{'a': 0.9, 'e': 0.2828043395879039}",20,16,7.506996897389864,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.9, 'e': 0.28195719791700274}",25,8,-6.406359825299515,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
424,False,"{'a': 0.9, 'e': 0.281112593862786}",20,0,-20.33693242003217,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
425,False,"{'a': 0.9, 'e': 0.28027051982381157}",25,15,-28.72924814659862,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
426,False,"{'a': 0.9, 'e': 0.2794309682214073}",20,5,-9.426614442210198,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
427,False,"{'a': 0.9, 'e': 0.27859393149960326}",25,12,-20.37942948151259,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
428,False,"{'a': 0.9, 'e': 0.2777594021250632}",20,8,25.82335345611279,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.9, 'e': 0.2769273725870171}",30,18,14.693807123590052,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.9, 'e': 0.2760978353971936}",20,13,8.468257819325721,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.9, 'e': 0.27527078308975234}",25,12,13.119741062423966,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
432,False,"{'a': 0.9, 'e': 0.27444620822121696}",25,13,8.660086047781013,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
433,False,"{'a': 0.9, 'e': 0.27362410337040804}",25,14,7.920225443152629,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.9, 'e': 0.2728044611383765}",30,15,-1.8275983182790598,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
435,False,"{'a': 0.9, 'e': 0.2719872741483365}",30,0,32.16078986872742,"{0: 28, 1: 2, 2: 0, 3: 0, 4: 0}",0
436,False,"{'a': 0.9, 'e': 0.2711725350455999}",20,13,15.674593703186304,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.9, 'e': 0.270360236497509}",25,17,1.3341697813322955,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.9, 'e': 0.2695503711933716}",35,19,15.071933089854067,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.9, 'e': 0.26874293184439435}",20,11,6.765727697730808,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.9, 'e': 0.26793791118361776}",20,4,-40.567695450354634,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
441,False,"{'a': 0.9, 'e': 0.26713530196585034}",25,14,7.3640070121869545,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
442,False,"{'a': 0.9, 'e': 0.2663350969676039}",25,14,-9.467578798602936,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
443,False,"{'a': 0.9, 'e': 0.2655372889870278}",20,12,10.945496166163258,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.9, 'e': 0.26474187084384504}",30,10,33.76856380307544,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.9, 'e': 0.2639488353792868}",25,14,6.096789579894745,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
446,False,"{'a': 0.9, 'e': 0.2631581754560287}",20,0,12.0203353581849,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
447,False,"{'a': 0.9, 'e': 0.262369883958126}",25,2,35.050407335017944,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.9, 'e': 0.26158395379094995}",25,17,1.9705866630718951,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
449,False,"{'a': 0.9, 'e': 0.26080037788112365}",25,8,8.570878729957666,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
450,False,"{'a': 0.9, 'e': 0.26001914917645874}",20,6,-9.45720732252941,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
451,False,"{'a': 0.9, 'e': 0.2592402606458915}",25,0,0.5030054023452997,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
452,False,"{'a': 0.9, 'e': 0.25846370527942}",25,1,-6.037439348870992,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
453,False,"{'a': 0.9, 'e': 0.25768947608804055}",25,3,2.7100618972892705,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
454,False,"{'a': 0.9, 'e': 0.25691756610368544}",25,0,13.58333326077619,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
455,False,"{'a': 0.9, 'e': 0.2561479683791593}",20,12,14.763774484205763,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.9, 'e': 0.2553806759880777}",20,3,15.99869161532402,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
457,False,"{'a': 0.9, 'e': 0.2546156820248037}",25,13,21.377675358876917,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.9, 'e': 0.2538529796043867}",30,20,-25.10047299131981,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
459,False,"{'a': 0.9, 'e': 0.25309256186249957}",35,16,11.032389560039016,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
460,False,"{'a': 0.9, 'e': 0.25233442195537764}",25,14,8.219655554100228,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
461,False,"{'a': 0.9, 'e': 0.25157855305975646}",20,8,-1.965352119126477,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
462,False,"{'a': 0.9, 'e': 0.2508249483728111}",25,16,9.125266768662206,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.9, 'e': 0.2500736011120941}",25,17,10.891644382184076,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.9, 'e': 0.2493245045154751}",25,18,12.46816641132703,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.9, 'e': 0.24857765184107966}",25,11,-26.952350408963834,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
466,False,"{'a': 0.9, 'e': 0.24783303636722875}",25,2,5.334357177343962,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
467,False,"{'a': 0.9, 'e': 0.24709065139237796}",35,12,25.657922037131204,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
468,False,"{'a': 0.9, 'e': 0.24635049023505762}",20,11,-3.4049174482349365,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
469,False,"{'a': 0.9, 'e': 0.2456125462338122}",30,14,26.70694858340175,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.9, 'e': 0.24487681274714082}",25,8,7.4946066707574435,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
471,False,"{'a': 0.9, 'e': 0.2441432831534371}",30,17,7.403854830748635,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
472,False,"{'a': 0.9, 'e': 0.24341195085092968}",20,13,10.27685080623007,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.9, 'e': 0.24268280925762298}",20,10,-51.47584527991381,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 1}",1
474,False,"{'a': 0.9, 'e': 0.24195585181123766}",25,7,-21.95542282752863,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
475,False,"{'a': 0.9, 'e': 0.24123107196915192}",30,14,19.236379724563747,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.9, 'e': 0.24050846320834213}",25,5,35.271308596816624,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.9, 'e': 0.2397880190253247}",25,20,10.95693587840528,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.9, 'e': 0.23906973293609704}",20,13,14.325586659668637,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.9, 'e': 0.23835359847607956}",25,6,-37.44831077360448,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 0}",1
480,False,"{'a': 0.9, 'e': 0.2376396092000572}",20,4,11.167890737003917,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.9, 'e': 0.23692775868212176}",20,13,-1.784466115507947,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.9, 'e': 0.23621804051561368}",20,8,16.501076120495636,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.9, 'e': 0.23551044831306475}",20,2,26.041630952596563,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.9, 'e': 0.2348049757061403}",25,20,11.809124226868796,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.9, 'e': 0.2341016163455822}",20,2,7.241572935865456,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
486,False,"{'a': 0.9, 'e': 0.23340036390115132}",25,0,-16.383696540951526,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
487,False,"{'a': 0.9, 'e': 0.23270121206157107}",30,18,21.770855190068236,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.9, 'e': 0.23200415453447004}",25,9,10.822728420705735,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
489,False,"{'a': 0.9, 'e': 0.23130918504632592}",20,3,18.052636625834495,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.9, 'e': 0.2306162973424085}",20,3,-16.923197808322104,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
491,False,"{'a': 0.9, 'e': 0.22992548518672384}",20,6,20.82034500346555,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.9, 'e': 0.22923674236195785}",20,0,13.36785236085727,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
493,False,"{'a': 0.9, 'e': 0.2285500626694205}",20,0,8.419328781668604,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
494,False,"{'a': 0.9, 'e': 0.22786543992898983}",20,15,4.346068680812367,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.9, 'e': 0.22718286797905665}",20,7,24.940403160433803,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.9, 'e': 0.22650234067646874}",20,10,11.92498588439821,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.9, 'e': 0.22582385189647586}",20,5,19.138936154274898,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
